[2025-12-05 19:33:01.661] [info] [0] yolo: 41.3ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:01.710] [info] [1] yolo: 12.3ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:01.723] [info] [2] yolo: 9.3ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:01.768] [info] [3] yolo: 8.3ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:01.811] [info] [4] yolo: 8.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:01.857] [info] [5] yolo: 8.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:01.901] [info] [6] yolo: 8.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:01.948] [info] [7] yolo: 9.8ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-05 19:33:01.993] [info] [8] yolo: 7.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.037] [info] [9] yolo: 9.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.081] [info] [10] yolo: 7.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.125] [info] [11] yolo: 7.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.171] [info] [12] yolo: 10.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:02.215] [info] [13] yolo: 8.4ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-05 19:33:02.263] [info] [14] yolo: 9.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.309] [info] [15] yolo: 8.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.351] [info] [16] yolo: 8.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.398] [info] [17] yolo: 9.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:02.444] [info] [18] yolo: 9.9ms, tracker: 0.9ms, aimer: 0.0ms
[2025-12-05 19:33:02.489] [info] [19] yolo: 8.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:02.534] [info] [20] yolo: 8.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.580] [info] [21] yolo: 8.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.622] [info] [22] yolo: 5.8ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.665] [info] [23] yolo: 7.3ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:02.707] [info] [24] yolo: 7.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.751] [info] [25] yolo: 8.7ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-05 19:33:02.796] [info] [26] yolo: 8.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.842] [info] [27] yolo: 10.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:02.886] [info] [28] yolo: 9.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:02.931] [info] [29] yolo: 7.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:02.975] [debug] [Target] r=0.044, l=0.000
[2025-12-05 19:33:02.975] [debug] [Tracker] Target diverged!
[2025-12-05 19:33:02.975] [info] [30] yolo: 8.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.021] [info] [31] yolo: 8.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.065] [info] [32] yolo: 8.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:03.109] [info] [33] yolo: 7.9ms, tracker: 0.8ms, aimer: 0.0ms
[2025-12-05 19:33:03.152] [info] [34] yolo: 7.8ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.195] [info] [35] yolo: 7.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.239] [info] [36] yolo: 9.3ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:03.283] [info] [37] yolo: 9.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.325] [info] [38] yolo: 7.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.370] [info] [39] yolo: 9.5ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:03.415] [info] [40] yolo: 7.9ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-05 19:33:03.460] [info] [41] yolo: 8.5ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-05 19:33:03.504] [info] [42] yolo: 8.2ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:03.548] [info] [43] yolo: 8.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.591] [info] [44] yolo: 7.8ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-05 19:33:03.634] [info] [45] yolo: 8.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:03.679] [info] [46] yolo: 8.4ms, tracker: 0.6ms, aimer: 0.0ms
[2025-12-05 19:33:03.722] [info] [47] yolo: 6.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.767] [info] [48] yolo: 9.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:03.809] [info] [49] yolo: 6.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.852] [info] [50] yolo: 8.3ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.894] [info] [51] yolo: 8.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:03.938] [info] [52] yolo: 8.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-05 19:33:03.980] [info] [53] yolo: 8.5ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.022] [info] [54] yolo: 7.9ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.066] [info] [55] yolo: 8.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.109] [info] [56] yolo: 7.2ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.152] [info] [57] yolo: 8.7ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.194] [info] [58] yolo: 7.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.237] [info] [59] yolo: 9.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.281] [info] [60] yolo: 8.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:04.325] [info] [61] yolo: 8.6ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-05 19:33:04.371] [debug] [Target] r=0.042, l=0.000
[2025-12-05 19:33:04.371] [debug] [Tracker] Target diverged!
[2025-12-05 19:33:04.371] [info] [62] yolo: 9.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:04.414] [info] [63] yolo: 7.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-05 19:33:04.460] [info] [64] yolo: 8.7ms, tracker: 0.4ms, aimer: 0.0ms
