[2025-10-29 20:21:21.401] [info] [0] yolo: 45.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:21.457] [info] [1] yolo: 11.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:21.470] [info] [2] yolo: 9.7ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:21.517] [info] [3] yolo: 9.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:21.560] [info] [4] yolo: 8.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:21.606] [info] [5] yolo: 10.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:21.651] [info] [6] yolo: 8.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:21.700] [info] [7] yolo: 11.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:21.743] [info] [8] yolo: 8.3ms, tracker: 0.7ms, aimer: 0.0ms
[2025-10-29 20:21:21.790] [info] [9] yolo: 10.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:21.833] [info] [10] yolo: 7.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:21.879] [info] [11] yolo: 8.5ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:21.921] [info] [12] yolo: 6.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:21.966] [info] [13] yolo: 9.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.010] [info] [14] yolo: 8.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.056] [info] [15] yolo: 7.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:22.102] [info] [16] yolo: 9.8ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.148] [info] [17] yolo: 8.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:22.191] [info] [18] yolo: 7.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.236] [info] [19] yolo: 7.7ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:21:22.281] [info] [20] yolo: 9.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.326] [info] [21] yolo: 8.5ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:22.369] [info] [22] yolo: 7.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.412] [info] [23] yolo: 7.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:22.459] [info] [24] yolo: 10.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:22.504] [info] [25] yolo: 10.0ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:21:22.550] [info] [26] yolo: 9.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.594] [info] [27] yolo: 8.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.637] [info] [28] yolo: 7.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.683] [info] [29] yolo: 8.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:22.728] [debug] [Target] r=0.047, l=0.000
[2025-10-29 20:21:22.728] [debug] [Tracker] Target diverged!
[2025-10-29 20:21:22.728] [info] [30] yolo: 8.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:22.774] [info] [31] yolo: 10.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.818] [info] [32] yolo: 8.7ms, tracker: 0.5ms, aimer: 0.1ms
[2025-10-29 20:21:22.864] [info] [33] yolo: 8.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.910] [info] [34] yolo: 8.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:22.957] [info] [35] yolo: 8.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:23.001] [info] [36] yolo: 9.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:23.046] [info] [37] yolo: 7.8ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:23.089] [info] [38] yolo: 7.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:23.134] [info] [39] yolo: 8.3ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:21:23.180] [info] [40] yolo: 8.7ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:21:23.229] [info] [41] yolo: 10.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:23.274] [info] [42] yolo: 8.1ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:23.316] [info] [43] yolo: 7.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:23.361] [info] [44] yolo: 7.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:23.403] [info] [45] yolo: 8.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:23.447] [info] [46] yolo: 8.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:23.492] [info] [47] yolo: 9.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:23.537] [info] [48] yolo: 8.6ms, tracker: 0.4ms, aimer: 0.1ms
[2025-10-29 20:21:23.580] [info] [49] yolo: 7.8ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:21:23.625] [info] [50] yolo: 8.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:23.669] [info] [51] yolo: 9.8ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:23.714] [info] [52] yolo: 9.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:23.760] [info] [53] yolo: 9.2ms, tracker: 0.0ms, aimer: 0.1ms
[2025-10-29 20:21:23.805] [info] [54] yolo: 9.5ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:23.848] [info] [55] yolo: 8.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:23.890] [info] [56] yolo: 7.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:23.935] [info] [57] yolo: 8.6ms, tracker: 0.0ms, aimer: 0.1ms
[2025-10-29 20:21:23.977] [info] [58] yolo: 7.8ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:24.022] [info] [59] yolo: 8.0ms, tracker: 0.0ms, aimer: 0.1ms
[2025-10-29 20:21:24.067] [info] [60] yolo: 9.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:24.110] [info] [61] yolo: 8.5ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:24.152] [debug] [Target] r=0.033, l=0.000
[2025-10-29 20:21:24.152] [debug] [Tracker] Target diverged!
[2025-10-29 20:21:24.152] [info] [62] yolo: 7.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:24.195] [info] [63] yolo: 7.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:24.243] [info] [64] yolo: 8.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:21:24.287] [info] [65] yolo: 8.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:24.331] [info] [66] yolo: 8.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:24.373] [info] [67] yolo: 8.6ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:24.421] [info] [68] yolo: 9.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:21:24.466] [info] [69] yolo: 9.2ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:21:24.511] [info] [70] yolo: 8.2ms, tracker: 0.0ms, aimer: 0.0ms
