[2025-11-08 16:27:27.596] [info] [0] yolo: 47.1ms, tracker: 0.0ms, aimer: 0.0ms
[2025-11-08 16:27:27.647] [info] [1] yolo: 12.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:27.665] [info] [2] yolo: 13.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-11-08 16:27:27.714] [info] [3] yolo: 10.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:27.760] [info] [4] yolo: 11.3ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:27.804] [info] [5] yolo: 7.7ms, tracker: 0.5ms, aimer: 0.0ms
[2025-11-08 16:27:27.847] [info] [6] yolo: 8.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:27.893] [info] [7] yolo: 9.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:27.939] [info] [8] yolo: 9.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:27.983] [info] [9] yolo: 10.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-11-08 16:27:28.029] [info] [10] yolo: 9.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.073] [info] [11] yolo: 8.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.117] [info] [12] yolo: 7.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.164] [info] [13] yolo: 11.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.209] [info] [14] yolo: 8.8ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:28.255] [info] [15] yolo: 9.6ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:28.302] [info] [16] yolo: 9.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.346] [info] [17] yolo: 8.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.395] [info] [18] yolo: 12.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.439] [info] [19] yolo: 7.4ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:28.484] [info] [20] yolo: 9.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.531] [info] [21] yolo: 11.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-11-08 16:27:28.576] [info] [22] yolo: 8.2ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:28.620] [info] [23] yolo: 8.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.670] [info] [24] yolo: 11.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-11-08 16:27:28.716] [info] [25] yolo: 9.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.760] [info] [26] yolo: 7.3ms, tracker: 0.3ms, aimer: 0.0ms
[2025-11-08 16:27:28.805] [info] [27] yolo: 8.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.849] [info] [28] yolo: 8.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-11-08 16:27:28.895] [info] [29] yolo: 9.4ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:28.939] [debug] [Target] r=0.044, l=0.000
[2025-11-08 16:27:28.939] [debug] [Tracker] Target diverged!
[2025-11-08 16:27:28.939] [info] [30] yolo: 8.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:28.983] [info] [31] yolo: 8.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-11-08 16:27:29.028] [info] [32] yolo: 8.8ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:29.072] [info] [33] yolo: 8.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:29.119] [info] [34] yolo: 11.5ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:29.165] [info] [35] yolo: 10.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:29.207] [info] [36] yolo: 7.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-11-08 16:27:29.255] [info] [37] yolo: 11.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:29.299] [info] [38] yolo: 8.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:29.343] [info] [39] yolo: 9.4ms, tracker: 0.6ms, aimer: 0.0ms
[2025-11-08 16:27:29.390] [info] [40] yolo: 10.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:29.434] [info] [41] yolo: 7.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:29.478] [info] [42] yolo: 8.6ms, tracker: 0.0ms, aimer: 0.1ms
[2025-11-08 16:27:29.522] [info] [43] yolo: 7.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-11-08 16:27:29.568] [info] [44] yolo: 10.7ms, tracker: 0.7ms, aimer: 0.0ms
