[2025-10-21 17:49:29.588] [info] [0] yolo: 126.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-21 17:49:29.681] [info] [1] yolo: 44.2ms, tracker: 2.3ms, aimer: 0.4ms
[2025-10-21 17:49:29.749] [info] [2] yolo: 58.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-21 17:49:29.851] [info] [3] yolo: 58.3ms, tracker: 0.9ms, aimer: 0.1ms
[2025-10-21 17:49:29.954] [info] [4] yolo: 58.7ms, tracker: 1.5ms, aimer: 0.1ms
[2025-10-21 17:49:30.132] [info] [5] yolo: 112.9ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:30.253] [info] [6] yolo: 74.6ms, tracker: 1.2ms, aimer: 0.1ms
[2025-10-21 17:49:30.342] [info] [7] yolo: 45.8ms, tracker: 1.2ms, aimer: 0.1ms
[2025-10-21 17:49:30.444] [info] [8] yolo: 56.3ms, tracker: 3.6ms, aimer: 0.1ms
[2025-10-21 17:49:30.540] [info] [9] yolo: 52.3ms, tracker: 1.1ms, aimer: 0.1ms
[2025-10-21 17:49:30.628] [info] [10] yolo: 44.5ms, tracker: 1.2ms, aimer: 0.1ms
[2025-10-21 17:49:30.728] [info] [11] yolo: 56.4ms, tracker: 1.1ms, aimer: 0.1ms
[2025-10-21 17:49:30.822] [info] [12] yolo: 49.2ms, tracker: 1.6ms, aimer: 0.1ms
[2025-10-21 17:49:30.908] [info] [13] yolo: 43.3ms, tracker: 1.4ms, aimer: 0.1ms
[2025-10-21 17:49:31.007] [info] [14] yolo: 44.8ms, tracker: 2.5ms, aimer: 0.1ms
[2025-10-21 17:49:31.109] [info] [15] yolo: 51.9ms, tracker: 1.2ms, aimer: 0.1ms
[2025-10-21 17:49:31.217] [info] [16] yolo: 63.3ms, tracker: 1.4ms, aimer: 0.1ms
[2025-10-21 17:49:31.309] [info] [17] yolo: 46.6ms, tracker: 1.5ms, aimer: 0.1ms
[2025-10-21 17:49:31.394] [info] [18] yolo: 42.5ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:31.493] [info] [19] yolo: 55.9ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:31.590] [info] [20] yolo: 48.9ms, tracker: 1.4ms, aimer: 0.1ms
[2025-10-21 17:49:31.677] [info] [21] yolo: 43.8ms, tracker: 1.3ms, aimer: 0.1ms
[2025-10-21 17:49:31.762] [info] [22] yolo: 41.0ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:31.853] [info] [23] yolo: 45.9ms, tracker: 1.1ms, aimer: 0.1ms
[2025-10-21 17:49:31.934] [info] [24] yolo: 36.5ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:32.026] [info] [25] yolo: 50.7ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:32.115] [info] [26] yolo: 44.4ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:32.200] [info] [27] yolo: 41.6ms, tracker: 1.2ms, aimer: 0.1ms
[2025-10-21 17:49:32.292] [info] [28] yolo: 48.1ms, tracker: 1.5ms, aimer: 0.1ms
[2025-10-21 17:49:32.390] [info] [29] yolo: 52.6ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:32.490] [info] [30] yolo: 56.5ms, tracker: 1.0ms, aimer: 0.0ms
[2025-10-21 17:49:32.601] [info] [31] yolo: 66.5ms, tracker: 1.1ms, aimer: 0.1ms
[2025-10-21 17:49:32.695] [info] [32] yolo: 50.2ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:32.786] [info] [33] yolo: 47.1ms, tracker: 1.5ms, aimer: 0.1ms
[2025-10-21 17:49:32.867] [info] [34] yolo: 36.9ms, tracker: 1.0ms, aimer: 0.1ms
[2025-10-21 17:49:32.972] [info] [35] yolo: 62.4ms, tracker: 1.5ms, aimer: 0.1ms
[2025-10-21 17:49:33.065] [info] [36] yolo: 48.5ms, tracker: 1.5ms, aimer: 0.1ms
[2025-10-21 17:49:33.150] [info] [37] yolo: 38.9ms, tracker: 1.1ms, aimer: 0.1ms
[2025-10-21 17:49:33.249] [info] [38] yolo: 55.1ms, tracker: 2.2ms, aimer: 0.2ms
[2025-10-21 17:49:33.334] [info] [39] yolo: 40.1ms, tracker: 1.1ms, aimer: 0.1ms
[2025-10-21 17:49:33.420] [info] [40] yolo: 40.9ms, tracker: 1.1ms, aimer: 0.1ms
