[2025-12-19 22:03:14.365] [info] [0] yolo: 18.7ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-19 22:03:14.412] [info] [1] yolo: 11.6ms, tracker: 0.6ms, aimer: 0.1ms
[2025-12-19 22:03:14.423] [info] [2] yolo: 8.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-12-19 22:03:14.466] [info] [3] yolo: 7.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.509] [info] [4] yolo: 8.6ms, tracker: 0.7ms, aimer: 0.0ms
[2025-12-19 22:03:14.552] [info] [5] yolo: 8.0ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-19 22:03:14.596] [info] [6] yolo: 8.3ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.638] [info] [7] yolo: 7.3ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.681] [info] [8] yolo: 7.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.724] [info] [9] yolo: 8.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.766] [info] [10] yolo: 7.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.810] [info] [11] yolo: 8.6ms, tracker: 0.7ms, aimer: 0.0ms
[2025-12-19 22:03:14.853] [info] [12] yolo: 8.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.895] [info] [13] yolo: 7.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:14.939] [info] [14] yolo: 7.8ms, tracker: 0.5ms, aimer: 0.0ms
[2025-12-19 22:03:14.982] [info] [15] yolo: 7.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.029] [info] [16] yolo: 9.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.073] [info] [17] yolo: 8.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.120] [info] [18] yolo: 11.3ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.163] [info] [19] yolo: 7.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.207] [info] [20] yolo: 7.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.250] [info] [21] yolo: 8.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.295] [info] [22] yolo: 9.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.338] [info] [23] yolo: 8.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.383] [info] [24] yolo: 9.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.429] [info] [25] yolo: 10.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.472] [info] [26] yolo: 8.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.518] [info] [27] yolo: 9.3ms, tracker: 0.7ms, aimer: 0.0ms
[2025-12-19 22:03:15.563] [info] [28] yolo: 8.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.612] [info] [29] yolo: 13.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.655] [debug] [Target] r=0.044, l=0.000
[2025-12-19 22:03:15.655] [debug] [Tracker] Target diverged!
[2025-12-19 22:03:15.655] [info] [30] yolo: 8.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.700] [info] [31] yolo: 8.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-12-19 22:03:15.742] [info] [32] yolo: 7.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.786] [info] [33] yolo: 7.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.829] [info] [34] yolo: 8.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-12-19 22:03:15.873] [info] [35] yolo: 8.4ms, tracker: 0.4ms, aimer: 0.0ms
