[2025-10-31 14:00:46.367] [info] [0] yolo: 42.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-31 14:00:46.420] [info] [1] yolo: 14.3ms, tracker: 1.9ms, aimer: 0.1ms
[2025-10-31 14:00:46.433] [info] [2] yolo: 9.3ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-31 14:00:46.479] [info] [3] yolo: 9.9ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-31 14:00:46.523] [info] [4] yolo: 8.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:46.566] [info] [5] yolo: 7.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-31 14:00:46.610] [info] [6] yolo: 7.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:46.655] [info] [7] yolo: 8.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-31 14:00:46.699] [info] [8] yolo: 10.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:46.744] [info] [9] yolo: 10.0ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-31 14:00:46.786] [info] [10] yolo: 6.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:46.828] [info] [11] yolo: 7.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-31 14:00:46.874] [info] [12] yolo: 10.5ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:46.918] [info] [13] yolo: 8.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:46.962] [info] [14] yolo: 8.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.005] [info] [15] yolo: 9.5ms, tracker: 0.5ms, aimer: 0.0ms
[2025-10-31 14:00:47.049] [info] [16] yolo: 8.6ms, tracker: 0.7ms, aimer: 0.0ms
[2025-10-31 14:00:47.096] [info] [17] yolo: 7.5ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.140] [info] [18] yolo: 8.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.181] [info] [19] yolo: 6.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.225] [info] [20] yolo: 8.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.270] [info] [21] yolo: 10.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.315] [info] [22] yolo: 9.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.359] [info] [23] yolo: 9.6ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.402] [info] [24] yolo: 8.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-31 14:00:47.444] [info] [25] yolo: 6.8ms, tracker: 0.4ms, aimer: 0.0ms
