[2025-10-29 20:19:52.558] [info] [0] yolo: 39.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:52.618] [info] [1] yolo: 12.3ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:52.631] [info] [2] yolo: 10.7ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:52.676] [info] [3] yolo: 7.3ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:52.721] [info] [4] yolo: 10.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:52.765] [info] [5] yolo: 8.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:52.807] [info] [6] yolo: 7.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:52.853] [info] [7] yolo: 9.4ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:19:52.896] [info] [8] yolo: 8.7ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:52.942] [info] [9] yolo: 9.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:52.987] [info] [10] yolo: 8.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.033] [info] [11] yolo: 9.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.078] [info] [12] yolo: 9.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.127] [info] [13] yolo: 10.1ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.169] [info] [14] yolo: 8.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.214] [info] [15] yolo: 8.3ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.257] [info] [16] yolo: 9.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.304] [info] [17] yolo: 9.2ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.347] [info] [18] yolo: 8.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.392] [info] [19] yolo: 9.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.434] [info] [20] yolo: 7.2ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:19:53.480] [info] [21] yolo: 10.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.524] [info] [22] yolo: 7.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.565] [info] [23] yolo: 6.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.612] [info] [24] yolo: 10.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.656] [info] [25] yolo: 8.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.700] [info] [26] yolo: 8.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.745] [info] [27] yolo: 9.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.793] [info] [28] yolo: 10.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.841] [info] [29] yolo: 9.8ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:19:53.885] [debug] [Target] r=0.047, l=0.000
[2025-10-29 20:19:53.885] [debug] [Tracker] Target diverged!
[2025-10-29 20:19:53.885] [info] [30] yolo: 7.4ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:53.930] [info] [31] yolo: 8.1ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:53.974] [info] [32] yolo: 9.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.020] [info] [33] yolo: 7.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.062] [info] [34] yolo: 6.9ms, tracker: 0.5ms, aimer: 0.0ms
[2025-10-29 20:19:54.111] [info] [35] yolo: 11.2ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:54.155] [info] [36] yolo: 9.3ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.201] [info] [37] yolo: 8.6ms, tracker: 1.1ms, aimer: 0.1ms
[2025-10-29 20:19:54.242] [info] [38] yolo: 7.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.289] [info] [39] yolo: 9.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.334] [info] [40] yolo: 10.2ms, tracker: 0.6ms, aimer: 0.0ms
[2025-10-29 20:19:54.383] [info] [41] yolo: 11.7ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.426] [info] [42] yolo: 7.7ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:54.471] [info] [43] yolo: 8.8ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:54.513] [info] [44] yolo: 7.4ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.560] [info] [45] yolo: 10.5ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:54.602] [info] [46] yolo: 7.9ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:54.647] [info] [47] yolo: 8.6ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.689] [info] [48] yolo: 7.5ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.737] [info] [49] yolo: 10.5ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:54.781] [info] [50] yolo: 10.0ms, tracker: 0.4ms, aimer: 0.0ms
[2025-10-29 20:19:54.828] [info] [51] yolo: 8.9ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:54.872] [info] [52] yolo: 9.0ms, tracker: 0.3ms, aimer: 0.0ms
[2025-10-29 20:19:54.917] [info] [53] yolo: 9.5ms, tracker: 0.0ms, aimer: 0.1ms
[2025-10-29 20:19:54.958] [info] [54] yolo: 7.7ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:55.001] [info] [55] yolo: 7.9ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:55.044] [info] [56] yolo: 7.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:55.090] [info] [57] yolo: 9.4ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:55.133] [info] [58] yolo: 9.0ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:55.179] [info] [59] yolo: 9.3ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:55.223] [info] [60] yolo: 7.7ms, tracker: 0.5ms, aimer: 0.0ms
[2025-10-29 20:19:55.268] [info] [61] yolo: 8.5ms, tracker: 0.0ms, aimer: 0.0ms
[2025-10-29 20:19:55.311] [debug] [Target] r=0.033, l=0.000
[2025-10-29 20:19:55.311] [debug] [Tracker] Target diverged!
